2021-07-31 03:27:35 +0000, 220
2021-07-31 03:27:53 +0000, 2
2021-07-31 04:34:48 +0000, 4
2021-07-31 05:22:16 +0000, 8
2021-07-31 06:33:32 +0000, 3
2021-07-31 07:22:54 +0000, 4
2021-07-31 08:28:26 +0000, 5
2021-07-31 09:27:47 +0000, 9
2021-07-31 10:27:57 +0000, 11
2021-07-31 11:21:24 +0000, 15
2021-07-31 12:42:01 +0000, 14
2021-07-31 13:27:09 +0000, 13
2021-07-31 14:21:44 +0000, 15
2021-07-31 15:30:15 +0000, 20
2021-07-31 16:42:40 +0000, 21
2021-07-31 17:30:42 +0000, 20
2021-07-31 18:33:12 +0000, 18
2021-07-31 19:18:34 +0000, 18
2021-07-31 20:25:15 +0000, 25
2021-07-31 21:25:06 +0000, 26
2021-07-31 22:25:18 +0000, 16
2021-07-31 23:24:53 +0000, 12
2021-08-01 01:29:33 +0000, 15
2021-08-01 02:37:21 +0000, 3
2021-08-01 03:28:58 +0000, 6
2021-08-01 04:34:40 +0000, 3
2021-08-01 05:21:54 +0000, 3
2021-08-01 06:33:55 +0000, 7
2021-08-01 07:22:30 +0000, 7
2021-08-01 08:28:15 +0000, 9
2021-08-01 09:27:21 +0000, 14
2021-08-01 10:28:16 +0000, 10
2021-08-01 11:21:02 +0000, 7
2021-08-01 12:41:07 +0000, 14
2021-08-01 13:26:52 +0000, 18
2021-08-01 14:21:39 +0000, 19
2021-08-01 15:30:14 +0000, 25
2021-08-01 16:42:58 +0000, 21
2021-08-01 17:29:43 +0000, 16
2021-08-01 18:32:20 +0000, 29
2021-08-01 19:18:41 +0000, 20
2021-08-01 20:26:39 +0000, 27
2021-08-01 21:25:07 +0000, 22
2021-08-01 22:25:13 +0000, 18
2021-08-01 23:24:29 +0000, 11
2021-08-02 01:18:50 +0000, 8
2021-07-31 03:27:35 +0000, 220
2021-07-31 03:27:53 +0000, 2
2021-07-31 04:34:48 +0000, 4
2021-07-31 05:22:16 +0000, 8
2021-07-31 06:33:32 +0000, 3
2021-07-31 07:22:54 +0000, 4
2021-07-31 08:28:26 +0000, 5
2021-07-31 09:27:47 +0000, 9
2021-07-31 10:27:57 +0000, 11
2021-07-31 11:21:24 +0000, 15
2021-07-31 12:42:01 +0000, 14
2021-07-31 13:27:09 +0000, 13
2021-07-31 14:21:44 +0000, 15
2021-07-31 15:30:15 +0000, 20
2021-07-31 16:42:40 +0000, 21
2021-07-31 17:30:42 +0000, 20
2021-07-31 18:33:12 +0000, 18
2021-07-31 19:18:34 +0000, 18
2021-07-31 20:25:15 +0000, 25
2021-07-31 21:25:06 +0000, 26
2021-07-31 22:25:18 +0000, 16
2021-07-31 23:24:53 +0000, 12
2021-08-01 01:29:33 +0000, 15
2021-08-01 02:37:21 +0000, 3
2021-08-01 03:28:58 +0000, 6
2021-08-01 04:34:40 +0000, 3
2021-08-01 05:21:54 +0000, 3
2021-08-01 06:33:55 +0000, 7
2021-08-01 07:22:30 +0000, 7
2021-08-01 08:28:15 +0000, 9
2021-08-01 09:27:21 +0000, 14
2021-08-01 10:28:16 +0000, 10
2021-08-01 11:21:02 +0000, 7
2021-08-01 12:41:07 +0000, 14
2021-08-01 13:26:52 +0000, 18
2021-08-01 14:21:39 +0000, 19
2021-08-01 15:30:14 +0000, 25
2021-08-01 16:42:58 +0000, 21
2021-08-01 17:29:43 +0000, 16
2021-08-01 18:32:20 +0000, 29
2021-08-01 19:18:41 +0000, 20
2021-08-01 20:26:39 +0000, 27
2021-08-01 21:25:07 +0000, 22
2021-08-01 22:25:13 +0000, 18
2021-08-01 23:24:29 +0000, 11
2021-08-02 01:18:50 +0000, 8
2021-07-31 03:27:35 +0000, 220
2021-07-31 03:27:53 +0000, 2
2021-07-31 04:34:48 +0000, 4
2021-07-31 05:22:16 +0000, 8
2021-07-31 06:33:32 +0000, 3
2021-07-31 07:22:54 +0000, 4
2021-07-31 08:28:26 +0000, 5
2021-07-31 09:27:47 +0000, 9
2021-07-31 10:27:57 +0000, 11
2021-07-31 11:21:24 +0000, 15
2021-07-31 12:42:01 +0000, 14
2021-07-31 13:27:09 +0000, 13
2021-07-31 14:21:44 +0000, 15
2021-07-31 15:30:15 +0000, 20
